prenom,nbdenaissances
Kevin,12 196 naissances
Julien,10 730 naissances
Elodie,10 681 naissances
Nicolas,9 545 naissances
Romain,9 085 naissances
Alexandre,8 324 naissances
Anthony,8 281 naissances
Thomas,8 100 naissances
Laura,8 074 naissances
Julie,8 013 naissances
Maxime,7 802 naissances
Aurélie,7 627 naissances
Jérémy,7 460 naissances
Guillaume,7 254 naissances
Marion,7 110 naissances
Marie,7 004 naissances
Benjamin,6 131 naissances
Jonathan,6 093 naissances
Marine,5 884 naissances
David,5 852 naissances
Mélanie,5 779 naissances
Audrey,5 773 naissances
Florian,5 771 naissances
Pauline,5 729 naissances
Mathieu,5 605 naissances
Vincent,5 544 naissances
Emilie,5 431 naissances
Mickael,5 361 naissances
Sébastien,5 279 naissances
Pierre,5 060 naissances
Camille,4 845 naissances
Sarah,4 588 naissances
Damien,4 541 naissances
Amandine,4 363 naissances
Céline,4 346 naissances
Anaïs,4 342 naissances
Sophie,4 252 naissances
Charlotte,4 225 naissances
Adrien,4 174 naissances
Clément,4 099 naissances
Antoine,4 082 naissances
Florent,3 951 naissances
Stéphanie,3 899 naissances
Laëtitia,3 856 naissances
Quentin,3 757 naissances
Caroline,3 583 naissances
Jennifer,3 556 naissances
Cédric,3 529 naissances
Jessica,3 509 naissances
Aurélien,3 475 naissances
Loïc,3 426 naissances
Lucie,3 395 naissances
Vanessa,3 374 naissances
Claire,3 268 naissances
Cindy,3 212 naissances
Fanny,3 166 naissances
Matthieu,3 135 naissances
Arnaud,3 127 naissances
Justine,3 110 naissances
Alexis,3 060 naissances
Benoit,3 050 naissances
Jérôme,3 002 naissances
Mathilde,2 949 naissances
Fabien,2 926 naissances
Morgane,2 775 naissances
Sabrina,2 763 naissances
Angélique,2 743 naissances
Coralie,2 697 naissances
Aurore,2 674 naissances
Amélie,2 657 naissances
Ludovic,2 655 naissances
Christophe,2 627 naissances
Alexandra,2 560 naissances
Christopher,2 501 naissances
Rémi,2 475 naissances
François,2 419 naissances
Virginie,2 409 naissances
Sandra,2 362 naissances
Mélissa,2 321 naissances
Hélène,2 318 naissances
Chloé,2 284 naissances
Sylvain,2 282 naissances
Michaël,2 260 naissances
Olivier,2 248 naissances
Manon,2 236 naissances
Cécile,2 235 naissances
Cyril,2 203 naissances
Stéphane,2 171 naissances
Simon,2 157 naissances
Frédéric,2 088 naissances
Charlène,2 017 naissances
Dimitri,1 876 naissances
Jean,1 852 naissances
Yoann,1 851 naissances
Geoffrey,1 843 naissances
Thibault,1 841 naissances
Delphine,1 822 naissances
Ludivine,1 817 naissances
Adeline,1 812 naissances
Baptiste,1 796 naissances
Laurent,1 775 naissances
Clémence,1 732 naissances
Paul,1 722 naissances
Gaétan,1 717 naissances
Raphaël,1 703 naissances
Emmanuelle,1 675 naissances
Grégory,1 671 naissances
Léa,1 671 naissances
Valentin,1 660 naissances
Laure,1 633 naissances
Noémie,1 631 naissances
Gaëlle,1 627 naissances
Laurie,1 626 naissances
Marc,1 610 naissances
Alice,1 600 naissances
Xavier,1 555 naissances
Déborah,1 547 naissances
Yann,1 536 naissances
Jordan,1 536 naissances
Marina,1 525 naissances
Sonia,1 525 naissances
Rémy,1 516 naissances
Anne,1 514 naissances
Charles,1 513 naissances
Mohamed,1 494 naissances
Margaux,1 480 naissances
Elise,1 464 naissances
Samuel,1 456 naissances
Hugo,1 433 naissances
Thibaut,1 392 naissances
Bastien,1 385 naissances
Emmanuel,1 340 naissances
Tony,1 339 naissances
Steven,1 320 naissances
Estelle,1 303 naissances
Anne-Sophie,1 301 naissances
Elsa,1 300 naissances
Morgan,1 296 naissances
Johanna,1 296 naissances
Mehdi,1 279 naissances
Jean-Baptiste,1 278 naissances
Christelle,1 268 naissances
Cynthia,1 266 naissances
Mylène,1 239 naissances
Emeline,1 236 naissances
William,1 213 naissances
