prenom,nbdenaissances
Julien,12 451 naissances
Elodie,12 117 naissances
Nicolas,10 749 naissances
Romain,9 399 naissances
Laura,9 241 naissances
Anthony,9 080 naissances
Kevin,9 065 naissances
Julie,8 683 naissances
Jérémy,8 551 naissances
Alexandre,8 253 naissances
Thomas,8 218 naissances
Aurélie,7 888 naissances
Guillaume,7 473 naissances
Marie,7 353 naissances
Jonathan,7 038 naissances
Maxime,6 520 naissances
Audrey,6 259 naissances
Emilie,6 214 naissances
Sébastien,6 067 naissances
David,5 933 naissances
Benjamin,5 868 naissances
Marion,5 808 naissances
Mathieu,5 676 naissances
Marine,5 649 naissances
Pierre,5 563 naissances
Pauline,5 534 naissances
Vanessa,5 469 naissances
Mickael,5 351 naissances
Mélanie,5 283 naissances
Céline,5 228 naissances
Vincent,5 147 naissances
Florian,5 048 naissances
Damien,5 011 naissances
Sophie,4 948 naissances
Stéphanie,4 633 naissances
Amandine,4 541 naissances
Charlotte,4 343 naissances
Anaïs,4 304 naissances
Adrien,4 201 naissances
Laëtitia,4 177 naissances
Antoine,4 171 naissances
Sarah,4 110 naissances
Cédric,4 071 naissances
Clément,3 898 naissances
Camille,3 889 naissances
Jennifer,3 864 naissances
Jessica,3 747 naissances
Caroline,3 745 naissances
Lucie,3 680 naissances
Jérôme,3 660 naissances
Benoit,3 644 naissances
Sabrina,3 551 naissances
Fabien,3 531 naissances
Aurélien,3 498 naissances
Arnaud,3 456 naissances
Claire,3 374 naissances
Cindy,3 345 naissances
Loïc,3 282 naissances
Matthieu,3 278 naissances
Angélique,3 144 naissances
Christophe,3 094 naissances
Virginie,3 080 naissances
Ludovic,3 048 naissances
Fanny,3 031 naissances
Justine,2 978 naissances
Quentin,2 976 naissances
Aurore,2 972 naissances
Florent,2 830 naissances
Sylvain,2 756 naissances
Cyril,2 716 naissances
Amélie,2 704 naissances
François,2 597 naissances
Cécile,2 588 naissances
Morgane,2 539 naissances
Hélène,2 537 naissances
Alexandra,2 467 naissances
Stéphane,2 461 naissances
Rémi,2 446 naissances
Alexis,2 434 naissances
Michaël,2 423 naissances
Frédéric,2 406 naissances
Olivier,2 393 naissances
Sandra,2 244 naissances
Coralie,2 232 naissances
Christopher,2 195 naissances
Mathilde,2 149 naissances
Jean,2 115 naissances
Laurent,2 106 naissances
Delphine,2 093 naissances
Chloé,2 063 naissances
Simon,2 053 naissances
Yoann,2 035 naissances
Charlène,2 023 naissances
Mélissa,1 984 naissances
Geoffrey,1 916 naissances
Emmanuelle,1 890 naissances
Grégory,1 860 naissances
Raphaël,1 838 naissances
Dimitri,1 819 naissances
Xavier,1 818 naissances
Adeline,1 812 naissances
Marc,1 754 naissances
Laure,1 754 naissances
Gaëlle,1 734 naissances
Noémie,1 714 naissances
Anne,1 706 naissances
Thibault,1 704 naissances
Paul,1 697 naissances
Alice,1 624 naissances
Yann,1 615 naissances
Christelle,1 602 naissances
Elise,1 549 naissances
Emmanuel,1 535 naissances
Manon,1 533 naissances
Baptiste,1 531 naissances
Clémence,1 525 naissances
Elsa,1 499 naissances
Anne-Sophie,1 487 naissances
Samuel,1 486 naissances
Rémy,1 480 naissances
Mohamed,1 478 naissances
Gaétan,1 475 naissances
Ludivine,1 465 naissances
Sandrine,1 439 naissances
Charles,1 432 naissances
Sonia,1 414 naissances
