prenom,nbdenaissances
Léo,4 732 naissances
Gabriel,4 456 naissances
Raphaël,4 161 naissances
Louise,3 826 naissances
Jade,3 815 naissances
Louis,3 806 naissances
Arthur,3 805 naissances
Jules,3 547 naissances
Emma,3 497 naissances
Maël,3 451 naissances
Adam,3 397 naissances
Lucas,3 248 naissances
Hugo,3 126 naissances
Alice,2 984 naissances
Noah,2 813 naissances
Liam,2 777 naissances
Ambre,2 748 naissances
Lina,2 747 naissances
Gabin,2 725 naissances
Rose,2 668 naissances
Chloé,2 625 naissances
Mia,2 621 naissances
Sacha,2 556 naissances
Eden,2 491 naissances
Léa,2 480 naissances
Inès,2 476 naissances
Paul,2 473 naissances
Ethan,2 452 naissances
Nathan,2 407 naissances
Anna,2 377 naissances
Mila,2 324 naissances
Aaron,2 320 naissances
Mohamed,2 311 naissances
Julia,2 268 naissances
Léon,2 222 naissances
Tom,2 220 naissances
Romy,2 201 naissances
Léna,2 178 naissances
Noé,2 178 naissances
Lou,2 151 naissances
Naël,2 108 naissances
Théo,2 002 naissances
Tiago,1 978 naissances
Elena,1 947 naissances
Isaac,1 942 naissances
Agathe,1 925 naissances
Eva,1 870 naissances
Juliette,1 860 naissances
Inaya,1 856 naissances
Marius,1 846 naissances
Zoé,1 841 naissances
Nina,1 826 naissances
Victor,1 809 naissances
Ayden,1 790 naissances
Martin,1 773 naissances
Léonie,1 749 naissances
Mathis,1 746 naissances
Jeanne,1 733 naissances
Timéo,1 703 naissances
Axel,1 692 naissances
Iris,1 674 naissances
Lola,1 631 naissances
Robin,1 630 naissances
Enzo,1 589 naissances
Eliott,1 584 naissances
Adèle,1 580 naissances
Marceau,1 578 naissances
Luna,1 573 naissances
Victoire,1 548 naissances
Manon,1 534 naissances
Nino,1 528 naissances
Valentin,1 526 naissances
Romane,1 516 naissances
Nolan,1 507 naissances
Malo,1 505 naissances
Lucie,1 482 naissances
Milo,1 476 naissances
Margaux,1 473 naissances
Antoine,1 459 naissances
Olivia,1 440 naissances
Samuel,1 433 naissances
Imrân,1 433 naissances
Victoria,1 406 naissances
Louna,1 395 naissances
Augustin,1 380 naissances
Amir,1 366 naissances
Mya,1 365 naissances
Lyam,1 363 naissances
Sofia,1 352 naissances
Rayan,1 351 naissances
Yanis,1 345 naissances
Ibrahim,1 338 naissances
