prenom,nbdenaissances
Nicolas,9 137 naissances
Alexandre,9 014 naissances
Thomas,8 862 naissances
Kevin,8 454 naissances
Manon,8 239 naissances
Maxime,7 700 naissances
Marie,7 633 naissances
Laura,7 582 naissances
Camille,7 337 naissances
Quentin,6 972 naissances
Marine,6 637 naissances
Julien,6 447 naissances
Dylan,6 364 naissances
Antoine,6 329 naissances
Florian,6 259 naissances
Anthony,5 935 naissances
Pauline,5 899 naissances
Guillaume,5 522 naissances
Romain,5 516 naissances
Alexis,5 510 naissances
Léa,5 494 naissances
Anaïs,5 474 naissances
Marion,5 461 naissances
Clément,5 330 naissances
Valentin,5 320 naissances
Benjamin,5 315 naissances
Julie,5 261 naissances
Pierre,5 135 naissances
Sarah,5 092 naissances
Mathilde,4 850 naissances
Mélanie,4 801 naissances
Jérémy,4 374 naissances
Chloé,4 222 naissances
Vincent,4 222 naissances
Jordan,4 170 naissances
Justine,4 041 naissances
Adrien,3 912 naissances
Mathieu,3 771 naissances
Ophélie,3 645 naissances
Elodie,3 562 naissances
Lucas,3 503 naissances
Morgane,3 483 naissances
Océane,3 457 naissances
Corentin,3 280 naissances
Paul,3 277 naissances
Charlotte,3 218 naissances
Emilie,3 103 naissances
Audrey,3 075 naissances
Amandine,2 983 naissances
Sébastien,2 972 naissances
Lucie,2 858 naissances
Claire,2 845 naissances
Baptiste,2 773 naissances
Damien,2 735 naissances
Mélissa,2 707 naissances
Théo,2 639 naissances
Mégane,2 603 naissances
Hugo,2 537 naissances
Louis,2 524 naissances
Jonathan,2 506 naissances
Loïc,2 460 naissances
David,2 426 naissances
Arthur,2 318 naissances
Noémie,2 292 naissances
Aurélie,2 286 naissances
Céline,2 244 naissances
Margaux,2 227 naissances
Axel,2 214 naissances
Clara,2 202 naissances
Simon,2 198 naissances
Mickael,2 198 naissances
Amélie,2 182 naissances
Fanny,2 181 naissances
Victor,2 162 naissances
Maeva,2 129 naissances
Estelle,2 127 naissances
Cindy,2 121 naissances
Clémence,2 093 naissances
Thibault,2 078 naissances
Caroline,2 060 naissances
Juliette,2 057 naissances
Coralie,2 050 naissances
Matthieu,2 049 naissances
Aurélien,2 042 naissances
Lisa,2 026 naissances
Rémi,2 008 naissances
Bastien,1 978 naissances
Arnaud,1 934 naissances
Raphaël,1 920 naissances
Robin,1 889 naissances
Steven,1 855 naissances
Alice,1 836 naissances
Sophie,1 786 naissances
Léo,1 737 naissances
Laëtitia,1 729 naissances
Alexandra,1 697 naissances
Charlène,1 695 naissances
Louise,1 647 naissances
Alexia,1 639 naissances
Elise,1 634 naissances
Cédric,1 608 naissances
Fabien,1 607 naissances
Christopher,1 604 naissances
Jessica,1 588 naissances
Gaétan,1 572 naissances
François,1 546 naissances
Inès,1 533 naissances
Benoit,1 528 naissances
Adeline,1 483 naissances
Florent,1 474 naissances
Ludovic,1 455 naissances
Margot,1 420 naissances
Solène,1 419 naissances
Laurie,1 408 naissances
Célia,1 394 naissances
Andréa,1 368 naissances
Nathan,1 354 naissances
Mehdi,1 351 naissances
Jason,1 348 naissances
Cyril,1 344 naissances
Brandon,1 327 naissances
Charles,1 326 naissances
Cécile,1 321 naissances
Alicia,1 307 naissances
Emma,1 306 naissances
Samuel,1 306 naissances
Emeline,1 302 naissances
Rémy,1 290 naissances
Eva,1 283 naissances
Cassandra,1 277 naissances
Jean,1 277 naissances
Yann,1 276 naissances
Thibaut,1 274 naissances
Kelly,1 267 naissances
Victoria,1 258 naissances
Bryan,1 235 naissances
Sabrina,1 233 naissances
Maxence,1 232 naissances
Ludivine,1 219 naissances
Dimitri,1 207 naissances
Mohamed,1 198 naissances
Sylvain,1 185 naissances
Marina,1 176 naissances
Tanguy,1 161 naissances
Angélique,1 155 naissances
Aurore,1 153 naissances
Jérôme,1 151 naissances
William,1 142 naissances
Jennifer,1 135 naissances
Tristan,1 110 naissances
Martin,1 084 naissances
Laurine,1 083 naissances
Etienne,1 081 naissances
Elisa,1 078 naissances
Tom,1 075 naissances
Jean-Baptiste,1 061 naissances
Romane,1 053 naissances
Myriam,1 048 naissances
Geoffrey,1 047 naissances
Sandra,1 004 naissances
Jeanne,1 002 naissances
Christophe,995 naissances
Olivier,995 naissances
Julia,989 naissances
Déborah,988 naissances
Agathe,986 naissances
Gabriel,984 naissances
Gwendoline,984 naissances
Stéphanie,983 naissances
Yoann,979 naissances
Tony,977 naissances
Jimmy,964 naissances
Tiffany,954 naissances
Dorian,953 naissances
Morgan,951 naissances
Johanna,946 naissances
Wendy,937 naissances
Laure,928 naissances
Stéphane,928 naissances
Marc,926 naissances
Clémentine,914 naissances
Lucile,894 naissances
Xavier,889 naissances
Grégory,888 naissances
Gaëlle,874 naissances
Valentine,868 naissances
Hélène,864 naissances
Jules,837 naissances
Axelle,828 naissances
Erwan,810 naissances
Charline,808 naissances
Delphine,792 naissances
Floriane,791 naissances
Alison,790 naissances
Sonia,789 naissances
Alex,787 naissances
Frédéric,776 naissances
Yohan,773 naissances
Olivia,765 naissances
Sofiane,758 naissances
Samantha,754 naissances
Salomé,744 naissances
Aymeric,731 naissances
Michaël,718 naissances
Cynthia,716 naissances
Emmanuel,715 naissances
Mathias,705 naissances
Anne,703 naissances
Marvin,703 naissances
Enzo,700 naissances
Johan,699 naissances
Jérémie,696 naissances
Allan,695 naissances
Joris,689 naissances
Eloïse,686 naissances
Franck,678 naissances
Virginie,668 naissances
Alan,665 naissances
Perrine,659 naissances
Elsa,658 naissances
Emmanuelle,654 naissances
Tiphaine,652 naissances
Laurent,651 naissances
Brenda,646 naissances
Marjorie,632 naissances
Grégoire,624 naissances
Brice,624 naissances
Nina,620 naissances
Maud,605 naissances
Jade,589 naissances
Lola,587 naissances
Léna,586 naissances
Clarisse,582 naissances
Coline,581 naissances
Luc,580 naissances
Anissa,580 naissances
Mélodie,578 naissances
Teddy,575 naissances
Florine,566 naissances
Yanis,565 naissances
Anna,560 naissances
Aude,559 naissances
Aline,556 naissances
