prenom,nbdenaissances
Christophe,21 068 naissances
Stéphane,19 195 naissances
David,19 068 naissances
Frédéric,18 195 naissances
Sandrine,17 602 naissances
Nathalie,16 919 naissances
Sébastien,14 954 naissances
Isabelle,14 486 naissances
Olivier,14 172 naissances
Laurent,14 058 naissances
Jérôme,13 963 naissances
Stéphanie,13 735 naissances
Christelle,12 864 naissances
Valérie,12 351 naissances
Karine,11 401 naissances
Sophie,10 063 naissances
Eric,9 882 naissances
Céline,9 314 naissances
Fabrice,8 469 naissances
Franck,8 295 naissances
Philippe,8 227 naissances
Séverine,8 186 naissances
Nicolas,8 114 naissances
Sandra,7 926 naissances
Sylvie,7 752 naissances
Thierry,7 073 naissances
Véronique,6 885 naissances
Delphine,6 723 naissances
Laurence,6 179 naissances
Catherine,5 987 naissances
Pascal,5 950 naissances
Virginie,5 915 naissances
Arnaud,5 776 naissances
Vincent,5 765 naissances
Carole,5 471 naissances
Cédric,5 155 naissances
Emmanuel,5 152 naissances
Florence,5 076 naissances
Christine,4 961 naissances
Anne,4 951 naissances
Michaël,4 890 naissances
Marie,4 857 naissances
Cécile,4 688 naissances
Corinne,4 588 naissances
Cyril,4 499 naissances
Bruno,4 431 naissances
Sylvain,4 345 naissances
Caroline,4 239 naissances
Carine,4 230 naissances
Patricia,4 039 naissances
Magali,4 003 naissances
Ludovic,3 942 naissances
Xavier,3 901 naissances
Jean,3 788 naissances
Fabien,3 655 naissances
Patrick,3 546 naissances
Sonia,3 507 naissances
François,3 459 naissances
Alexandra,3 442 naissances
Béatrice,3 427 naissances
Hervé,3 396 naissances
Yannick,3 367 naissances
Patrice,3 333 naissances
Fabienne,3 212 naissances
Alexandre,3 200 naissances
Laëtitia,3 176 naissances
Didier,3 119 naissances
Guillaume,3 054 naissances
Pierre,3 026 naissances
Lionel,3 026 naissances
Hélène,3 001 naissances
Marc,2 996 naissances
Mickael,2 961 naissances
Estelle,2 916 naissances
Benoit,2 879 naissances
Sabine,2 854 naissances
Cyrille,2 752 naissances
Grégory,2 712 naissances
Michel,2 680 naissances
Yann,2 662 naissances
Nadège,2 604 naissances
Gilles,2 572 naissances
Jean-François,2 566 naissances
Alain,2 533 naissances
Dominique,2 492 naissances
Emmanuelle,2 487 naissances
Nadia,2 466 naissances
Peggy,2 373 naissances
Muriel,2 336 naissances
Claire,2 314 naissances
Myriam,2 287 naissances
Elisabeth,2 283 naissances
Laure,2 260 naissances
Agnès,2 220 naissances
Christian,2 200 naissances
Angélique,2 181 naissances
Géraldine,2 135 naissances
Denis,2 103 naissances
Daniel,2 061 naissances
Frédérique,1 988 naissances
Katia,1 955 naissances
Maria,1 952 naissances
Bertrand,1 841 naissances
Richard,1 839 naissances
Damien,1 838 naissances
Gaëlle,1 815 naissances
José,1 813 naissances
Samuel,1 787 naissances
Régis,1 768 naissances
Julien,1 752 naissances
Natacha,1 738 naissances
Thomas,1 680 naissances
Ingrid,1 605 naissances
Gérald,1 603 naissances
Vanessa,1 566 naissances
Jean-Philippe,1 522 naissances
Pascale,1 510 naissances
Anthony,1 509 naissances
Loïc,1 493 naissances
Raphaël,1 483 naissances
Christel,1 461 naissances
Françoise,1 410 naissances
Jean-Michel,1 403 naissances
Jean-Marc,1 396 naissances
Lydie,1 373 naissances
Sarah,1 357 naissances
Nadine,1 327 naissances
Rachel,1 317 naissances
Audrey,1 316 naissances
Cathy,1 315 naissances
Sabrina,1 309 naissances
Murielle,1 292 naissances
Bénédicte,1 282 naissances
Antoine,1 278 naissances
Jean-Christophe,1 248 naissances
Marie-Laure,1 245 naissances
Jean-Pierre,1 243 naissances
Joël,1 215 naissances
Karim,1 201 naissances
Barbara,1 172 naissances
Magalie,1 172 naissances
Tony,1 165 naissances
Marina,1 155 naissances
Aline,1 155 naissances
Manuel,1 136 naissances
Claude,1 132 naissances
William,1 127 naissances
Florent,1 124 naissances
Jean-Luc,1 110 naissances
Martine,1 103 naissances
Dominique,1 092 naissances
Serge,1 078 naissances
Linda,1 069 naissances
Elodie,1 055 naissances
Rodolphe,1 046 naissances
Brigitte,1 027 naissances
Chantal,989 naissances
Christèle,980 naissances
Anne-Sophie,956 naissances
Romuald,955 naissances
Maryline,950 naissances
Mathieu,937 naissances
Nelly,930 naissances
Aurélie,922 naissances
Chrystelle,906 naissances
Yves,884 naissances
Renaud,862 naissances
Mohamed,862 naissances
Carlos,849 naissances
Jacques,842 naissances
Armelle,822 naissances
Eddy,822 naissances
Fanny,816 naissances
Willy,804 naissances
Antonio,803 naissances
Gaël,800 naissances
Luc,796 naissances
Lydia,794 naissances
Stephan,791 naissances
Bernard,780 naissances
Benjamin,779 naissances
Julie,771 naissances
Georges,767 naissances
Romain,762 naissances
Jean-Claude,747 naissances
Marie-Pierre,741 naissances
Annabelle,735 naissances
Aude,717 naissances
Malika,712 naissances
Jean-Marie,704 naissances
Evelyne,701 naissances
Maud,689 naissances
Erwan,686 naissances
Gwenaëlle,660 naissances
Gérard,657 naissances
Marie-Christine,656 naissances
Fatima,655 naissances
Mireille,652 naissances
Charles,649 naissances
Alexis,635 naissances
Marianne,626 naissances
Matthieu,623 naissances
Annie,619 naissances
Mikaël,616 naissances
Farid,615 naissances
Anne-Marie,612 naissances
Jean-Paul,607 naissances
Paul,607 naissances
Francis,604 naissances
Marion,598 naissances
André,595 naissances
Rachid,587 naissances
Joseph,578 naissances
Jean-Louis,576 naissances
Dorothée,575 naissances
Claudine,571 naissances
Blandine,570 naissances
Mélanie,568 naissances
Mylène,565 naissances
Jimmy,564 naissances
Freddy,560 naissances
Boris,558 naissances
Jean-Baptiste,553 naissances
Corine,553 naissances
Yvan,548 naissances
Edwige,544 naissances
Sylvia,536 naissances
Jean-Yves,533 naissances
Marlène,532 naissances
Joëlle,532 naissances
Gaétan,531 naissances
Aurore,529 naissances
Ludivine,529 naissances
Marjorie,512 naissances
Hugues,509 naissances
Odile,506 naissances
Martial,506 naissances
Anita,501 naissances
Nora,501 naissances
Rémi,499 naissances
Frank,498 naissances
Rémy,491 naissances
Dimitri,490 naissances
Jean-Charles,489 naissances
Etienne,489 naissances
Wilfried,486 naissances
Marie-Hélène,483 naissances
Ghislaine,476 naissances
Anne-Laure,475 naissances
Olivia,471 naissances
Victor,466 naissances
Betty,458 naissances
Jacky,453 naissances
Steve,451 naissances
Chrystèle,450 naissances
Annick,441 naissances
Kamel,438 naissances
Robert,437 naissances
Nicole,434 naissances
Leïla,422 naissances
Coralie,419 naissances
Jean-Jacques,411 naissances
Maxime,407 naissances
Michèle,404 naissances
Dalila,403 naissances
Marie-Noëlle,398 naissances
Ronan,397 naissances
Guy,394 naissances
Edith,394 naissances
Déborah,394 naissances
Antony,391 naissances
Johann,391 naissances
Paulo,390 naissances
Ali,390 naissances
Juliette,384 naissances
Roselyne,383 naissances
Monique,380 naissances
Charlotte,377 naissances
Karima,376 naissances
Emilie,375 naissances
Henri,373 naissances
Mehdi,369 naissances
Alice,369 naissances
Louis,367 naissances
Mathias,367 naissances
Miguel,366 naissances
Johnny,358 naissances
Gwenaël,358 naissances
Jacqueline,357 naissances
Jean-Noël,357 naissances
Samia,356 naissances
John,355 naissances
Brice,355 naissances
Astrid,355 naissances
Jennifer,353 naissances
Wilfrid,349 naissances
Maryse,348 naissances
Marilyne,347 naissances
Katy,345 naissances
Marielle,345 naissances
Jérémie,343 naissances
Noël,342 naissances
Alban,342 naissances
Clarisse,342 naissances
Elise,340 naissances
Jocelyne,340 naissances
Elsa,337 naissances
Florian,335 naissances
Mathilde,334 naissances
Edouard,333 naissances
Hubert,332 naissances
Jérémy,331 naissances
Marie-France,326 naissances
Karl,326 naissances
Johan,323 naissances
Régine,323 naissances
Gabriel,322 naissances
Danielle,321 naissances
Anna,320 naissances
Morgane,319 naissances
Sylviane,318 naissances
Ana,314 naissances
Lucie,314 naissances
Roland,312 naissances
Claudia,311 naissances
Tatiana,311 naissances
Samira,311 naissances
Davy,311 naissances
Fatiha,308 naissances
Dany,307 naissances
Fernando,306 naissances
Chrystel,305 naissances
Luis,304 naissances
Rodrigue,301 naissances
Ghislain,299 naissances
Walter,299 naissances
Abdelkader,298 naissances
Geneviève,296 naissances
Francisco,296 naissances
Nordine,296 naissances
Ahmed,295 naissances
Saïd,293 naissances
Gildas,291 naissances
Tania,288 naissances
Bernadette,287 naissances
Thibaut,287 naissances
Farida,286 naissances
Jean-Sébastien,286 naissances
Christiane,282 naissances
Cécilia,280 naissances
Mustapha,279 naissances
