prenom,nbdenaissances
Stéphane,23 326 naissances
Nathalie,22 674 naissances
Christophe,22 097 naissances
Sandrine,20 846 naissances
Laurent,19 723 naissances
Isabelle,17 479 naissances
David,17 265 naissances
Valérie,16 840 naissances
Olivier,15 529 naissances
Frédéric,13 970 naissances
Philippe,13 387 naissances
Christelle,12 053 naissances
Eric,11 632 naissances
Sophie,11 210 naissances
Franck,10 645 naissances
Sylvie,10 600 naissances
Laurence,10 190 naissances
Karine,10 164 naissances
Thierry,9 430 naissances
Sébastien,9 211 naissances
Stéphanie,8 871 naissances
Catherine,8 579 naissances
Véronique,8 477 naissances
Pascal,7 887 naissances
Jérôme,7 810 naissances
Corinne,7 526 naissances
Emmanuel,7 520 naissances
Fabrice,7 070 naissances
Bruno,7 048 naissances
Christine,6 942 naissances
Anne,6 727 naissances
Céline,6 544 naissances
Florence,6 537 naissances
Nicolas,6 133 naissances
Carole,5 956 naissances
Patrick,5 753 naissances
Delphine,5 687 naissances
Virginie,5 603 naissances
Vincent,5 494 naissances
Marie,5 440 naissances
Patricia,5 417 naissances
Cécile,5 184 naissances
Hervé,5 148 naissances
Didier,4 988 naissances
Séverine,4 829 naissances
Jean,4 755 naissances
Arnaud,4 687 naissances
Alain,4 327 naissances
Béatrice,4 297 naissances
Fabienne,4 254 naissances
Lionel,4 040 naissances
Xavier,3 964 naissances
Sylvain,3 930 naissances
Michel,3 918 naissances
Patrice,3 911 naissances
Gilles,3 886 naissances
François,3 854 naissances
Emmanuelle,3 729 naissances
Ludovic,3 699 naissances
Dominique,3 684 naissances
Sabine,3 682 naissances
Pierre,3 644 naissances
Michaël,3 582 naissances
Marc,3 552 naissances
Magali,3 493 naissances
Jean-François,3 422 naissances
Caroline,3 292 naissances
Christian,3 251 naissances
Sandra,3 206 naissances
Hélène,3 144 naissances
Denis,3 050 naissances
Cyril,3 044 naissances
Myriam,3 014 naissances
Yannick,2 852 naissances
Agnès,2 848 naissances
Muriel,2 756 naissances
Benoit,2 729 naissances
Maria,2 615 naissances
Elisabeth,2 611 naissances
Daniel,2 551 naissances
Yann,2 464 naissances
Sonia,2 449 naissances
Nadia,2 403 naissances
Fabien,2 398 naissances
Frédérique,2 382 naissances
Guillaume,2 350 naissances
Richard,2 331 naissances
Jean-Michel,2 322 naissances
Françoise,2 284 naissances
Jean-Marc,2 255 naissances
Pascale,2 240 naissances
Katia,2 229 naissances
Nadine,2 160 naissances
Alexandre,2 141 naissances
Laëtitia,2 120 naissances
José,2 060 naissances
Géraldine,2 058 naissances
Claire,2 026 naissances
Régis,2 023 naissances
Cédric,1 950 naissances
Martine,1 899 naissances
Jean-Pierre,1 882 naissances
Jean-Luc,1 878 naissances
Grégory,1 871 naissances
Jean-Philippe,1 833 naissances
Bertrand,1 833 naissances
Murielle,1 764 naissances
Alexandra,1 756 naissances
Laure,1 743 naissances
Jean-Christophe,1 731 naissances
Christel,1 727 naissances
Samuel,1 716 naissances
Rachel,1 673 naissances
Serge,1 659 naissances
Raphaël,1 614 naissances
Claude,1 560 naissances
Mickael,1 552 naissances
Cyrille,1 539 naissances
Dominique,1 528 naissances
Lydie,1 513 naissances
Brigitte,1 500 naissances
Joël,1 477 naissances
Estelle,1 472 naissances
Marie-Laure,1 465 naissances
Chantal,1 437 naissances
Manuel,1 411 naissances
Christèle,1 393 naissances
Nadège,1 358 naissances
William,1 353 naissances
Yves,1 342 naissances
Loïc,1 305 naissances
Gaëlle,1 290 naissances
Bernard,1 261 naissances
Antoine,1 252 naissances
Bénédicte,1 226 naissances
Cathy,1 179 naissances
Jacques,1 170 naissances
Luc,1 161 naissances
Sarah,1 155 naissances
Damien,1 120 naissances
Evelyne,1 077 naissances
Maryline,1 076 naissances
Marie-Pierre,1 074 naissances
Aline,1 074 naissances
Jean-Claude,1 063 naissances
Anthony,1 060 naissances
Thomas,1 050 naissances
Lydia,1 041 naissances
Sabrina,1 040 naissances
Francis,1 039 naissances
Marie-Christine,1 035 naissances
Karim,1 006 naissances
Mireille,1 004 naissances
Barbara,1 002 naissances
Gérald,997 naissances
Jean-Marie,968 naissances
Annie,967 naissances
Nelly,964 naissances
Florent,945 naissances
Claudine,935 naissances
Antonio,934 naissances
Georges,925 naissances
Rodolphe,922 naissances
Tony,919 naissances
Anne-Marie,916 naissances
Eddy,906 naissances
André,906 naissances
Carine,901 naissances
