prenom,nbdenaissances
Kevin,14 105 naissances
Thomas,9 793 naissances
Alexandre,8 880 naissances
Julien,8 801 naissances
Nicolas,8 580 naissances
Marine,8 202 naissances
Maxime,8 067 naissances
Elodie,8 043 naissances
Anthony,7 732 naissances
Romain,7 572 naissances
Laura,7 284 naissances
Jérémy,7 168 naissances
Florian,6 995 naissances
Julie,6 954 naissances
Marie,6 691 naissances
Guillaume,6 618 naissances
Marion,6 432 naissances
Pauline,6 088 naissances
Camille,5 697 naissances
Benjamin,5 615 naissances
Pierre,5 455 naissances
Anaïs,5 418 naissances
Jonathan,5 216 naissances
Vincent,5 177 naissances
Clément,5 108 naissances
Mélanie,5 097 naissances
Aurélie,4 967 naissances
Mathieu,4 946 naissances
Antoine,4 866 naissances
Sarah,4 836 naissances
Quentin,4 799 naissances
Emilie,4 623 naissances
Audrey,4 455 naissances
Adrien,4 357 naissances
Amandine,4 288 naissances
Amélie,4 216 naissances
Justine,4 194 naissances
Charlotte,4 160 naissances
David,4 028 naissances
Mickael,4 027 naissances
Mathilde,3 975 naissances
Damien,3 921 naissances
Sébastien,3 912 naissances
Alexis,3 811 naissances
Céline,3 581 naissances
Sophie,3 581 naissances
Manon,3 430 naissances
Morgane,3 422 naissances
Lucie,3 325 naissances
Cindy,3 239 naissances
Mélissa,3 231 naissances
Jessica,3 220 naissances
Adeline,3 217 naissances
Laëtitia,3 205 naissances
Jennifer,3 178 naissances
Loïc,3 123 naissances
Valentin,3 059 naissances
Caroline,3 020 naissances
Aurélien,2 993 naissances
Matthieu,2 840 naissances
Claire,2 830 naissances
Florent,2 776 naissances
Fanny,2 770 naissances
Cédric,2 759 naissances
Coralie,2 755 naissances
Chloé,2 683 naissances
Stéphanie,2 577 naissances
Rémi,2 559 naissances
Arnaud,2 549 naissances
Benoit,2 525 naissances
Jordan,2 516 naissances
Christopher,2 426 naissances
Simon,2 382 naissances
Léa,2 349 naissances
Hélène,2 308 naissances
Angélique,2 304 naissances
Baptiste,2 294 naissances
Alexandra,2 285 naissances
Jérôme,2 276 naissances
Fabien,2 232 naissances
Paul,2 224 naissances
Clémence,2 190 naissances
Thibault,2 163 naissances
Sabrina,2 159 naissances
Aurore,2 118 naissances
Ludovic,2 117 naissances
Charlène,2 104 naissances
Estelle,2 047 naissances
François,2 019 naissances
Sylvain,2 006 naissances
Geoffrey,1 969 naissances
Christophe,1 956 naissances
Margaux,1 943 naissances
Cécile,1 903 naissances
Cyril,1 878 naissances
Jimmy,1 876 naissances
Alice,1 849 naissances
Gaétan,1 844 naissances
Hugo,1 843 naissances
Bastien,1 825 naissances
Virginie,1 810 naissances
Sandra,1 765 naissances
Maeva,1 753 naissances
Steven,1 749 naissances
Marina,1 743 naissances
Stéphane,1 734 naissances
Dimitri,1 720 naissances
Yoann,1 689 naissances
Olivier,1 683 naissances
Raphaël,1 611 naissances
Elise,1 610 naissances
Arthur,1 580 naissances
Noémie,1 555 naissances
Laurie,1 545 naissances
Mehdi,1 543 naissances
Frédéric,1 516 naissances
Delphine,1 502 naissances
Victor,1 498 naissances
Emeline,1 496 naissances
Michaël,1 487 naissances
Ludivine,1 485 naissances
Déborah,1 470 naissances
Jean,1 466 naissances
Morgan,1 463 naissances
Lucas,1 462 naissances
Yann,1 458 naissances
Sonia,1 457 naissances
Rémy,1 450 naissances
Jean-Baptiste,1 442 naissances
Franck,1 415 naissances
Grégory,1 399 naissances
Thibaut,1 394 naissances
Charles,1 379 naissances
Mohamed,1 371 naissances
Gwendoline,1 369 naissances
Gaëlle,1 368 naissances
Juliette,1 364 naissances
Alexia,1 361 naissances
Ophélie,1 346 naissances
Laure,1 330 naissances
Xavier,1 300 naissances
William,1 274 naissances
Axel,1 274 naissances
Tony,1 268 naissances
Marc,1 244 naissances
Samuel,1 231 naissances
Anne,1 190 naissances
Laurent,1 182 naissances
Myriam,1 175 naissances
Vanessa,1 158 naissances
Louis,1 158 naissances
Robin,1 153 naissances
Célia,1 124 naissances
Emmanuelle,1 123 naissances
Tristan,1 120 naissances
Cynthia,1 114 naissances
Johanna,1 105 naissances
Océane,1 097 naissances
Kelly,1 088 naissances
Emmanuel,1 061 naissances
Lucile,1 054 naissances
Floriane,1 043 naissances
Anne-Sophie,1 040 naissances
Lisa,1 036 naissances
Mélodie,1 032 naissances
Marjorie,1 024 naissances
Charline,1 018 naissances
Alicia,1 012 naissances
Julia,999 naissances
Martin,982 naissances
Jérémie,972 naissances
Teddy,948 naissances
Jason,947 naissances
Alison,947 naissances
Samantha,940 naissances
Christelle,939 naissances
Mylène,936 naissances
Margot,926 naissances
Etienne,923 naissances
Solène,919 naissances
Théo,909 naissances
Brice,905 naissances
Maud,900 naissances
Johan,898 naissances
Mégane,886 naissances
Louise,882 naissances
Agathe,881 naissances
Elsa,878 naissances
Aline,878 naissances
Clémentine,862 naissances
Clara,861 naissances
Yannick,860 naissances
Maxence,836 naissances
Eva,831 naissances
Tiffany,820 naissances
Karim,820 naissances
Philippe,812 naissances
Inès,805 naissances
Victoria,804 naissances
Florence,804 naissances
Yohan,797 naissances
Gabriel,795 naissances
Sandrine,789 naissances
Sandy,788 naissances
Aude,784 naissances
Edouard,776 naissances
Léo,758 naissances
Nathalie,749 naissances
Leslie,743 naissances
Carole,730 naissances
Corentin,728 naissances
Isabelle,725 naissances
Sofiane,719 naissances
Tiphaine,714 naissances
Eric,710 naissances
Steve,710 naissances
Grégoire,706 naissances
Gaël,701 naissances
Jessy,696 naissances
Dorian,695 naissances
Mathias,694 naissances
Cécilia,693 naissances
Olivia,684 naissances
Priscilla,677 naissances
Camille,665 naissances
Aymeric,663 naissances
Yohann,663 naissances
Barbara,649 naissances
Bruno,645 naissances
Charly,641 naissances
Erwan,637 naissances
Bryan,633 naissances
Mélody,623 naissances
Séverine,623 naissances
Laurine,621 naissances
Nadia,620 naissances
Marlène,615 naissances
Thibaud,615 naissances
Gwenaëlle,609 naissances
Joris,609 naissances
Anissa,604 naissances
Perrine,602 naissances
Valentine,581 naissances
Elisa,581 naissances
Lauriane,577 naissances
Roxane,576 naissances
Boris,568 naissances
Nathan,566 naissances
Natacha,565 naissances
Rudy,562 naissances
Timothée,559 naissances
Ingrid,548 naissances
Karine,545 naissances
Leïla,544 naissances
Anne-Laure,540 naissances
Yoan,532 naissances
Andréa,525 naissances
Michel,522 naissances
Priscillia,522 naissances
Laurène,520 naissances
Joffrey,519 naissances
Allan,515 naissances
Emma,513 naissances
Magali,509 naissances
Tatiana,505 naissances
Nadège,503 naissances
Diane,502 naissances
Pierrick,499 naissances
Nina,499 naissances
Samir,496 naissances
Annabelle,491 naissances
Flavien,490 naissances
Constance,489 naissances
Luc,489 naissances
Rachel,488 naissances
Héloïse,483 naissances
Flora,481 naissances
Aurélia,479 naissances
Jeanne,478 naissances
Bertrand,478 naissances
Florine,478 naissances
Marvin,477 naissances
Daniel,474 naissances
Alizée,472 naissances
Marianne,472 naissances
Anaëlle,471 naissances
Lise,467 naissances
Eloïse,465 naissances
Fabrice,463 naissances
Maëlle,463 naissances
Manuel,459 naissances
Anna,458 naissances
Antony,457 naissances
Jules,456 naissances
Matthias,454 naissances
Johnny,448 naissances
Gauthier,448 naissances
Alex,447 naissances
Tom,447 naissances
Alan,442 naissances
Richard,442 naissances
Eddy,438 naissances
Lionel,438 naissances
Allison,437 naissances
Sara,436 naissances
Félix,428 naissances
Fiona,428 naissances
Clarisse,428 naissances
Blandine,424 naissances
Lydie,423 naissances
Antonin,423 naissances
Denis,422 naissances
Emilien,421 naissances
Cassandra,420 naissances
Wilfried,420 naissances
Thierry,419 naissances
Patrick,419 naissances
Linda,411 naissances
Andy,411 naissances
Alban,410 naissances
Cyrielle,409 naissances
Gabrielle,408 naissances
Renaud,405 naissances
Dylan,404 naissances
Mike,402 naissances
Joanna,399 naissances
Rodolphe,399 naissances
Mikaël,395 naissances
Pascal,389 naissances
Yassine,389 naissances
Tracy,380 naissances
Amaury,380 naissances
Vivien,379 naissances
Johann,375 naissances
Julian,375 naissances
Elisabeth,373 naissances
Sophia,372 naissances
Samy,369 naissances
Eléonore,368 naissances
Angelina,364 naissances
Jade,363 naissances
Yacine,363 naissances
Karen,362 naissances
Coraline,361 naissances
Axelle,358 naissances
Eugénie,358 naissances
Jean-Philippe,356 naissances
Nelly,355 naissances
Doriane,354 naissances
Coline,353 naissances
Fatima,346 naissances
Adèle,342 naissances
Nabil,341 naissances
Prescillia,341 naissances
Alix,341 naissances
Lucille,338 naissances
Zoé,337 naissances
Kenny,333 naissances
Sofia,332 naissances
Catherine,332 naissances
Lola,332 naissances
Maximilien,330 naissances
Jeffrey,328 naissances
Rebecca,327 naissances
Astrid,327 naissances
Jean-François,325 naissances
Brian,324 naissances
Wendy,323 naissances
Yannis,321 naissances
Valérie,320 naissances
Ronan,319 naissances
Joseph,317 naissances
Lolita,316 naissances
Magalie,316 naissances
Stanislas,316 naissances
Steeve,316 naissances
Romuald,313 naissances
Alain,312 naissances
Ali,307 naissances
Gilles,307 naissances
Marjolaine,304 naissances
John,301 naissances
Tanguy,300 naissances
Esther,299 naissances
Nolwenn,298 naissances
Cassandre,295 naissances
Bénédicte,293 naissances
Agnès,293 naissances
Samia,292 naissances
Candice,292 naissances
Christian,292 naissances
Katia,291 naissances
Carine,289 naissances
Oriane,289 naissances
Dany,289 naissances
Maïté,287 naissances
Flavie,287 naissances
Davy,285 naissances
Sylvie,283 naissances
Maël,281 naissances
Gautier,278 naissances
Ornella,278 naissances
Youssef,277 naissances
Emeric,276 naissances
Walid,275 naissances
Mélina,273 naissances
Flore,272 naissances
Géraldine,271 naissances
Clotilde,269 naissances
Lydia,269 naissances
Giovanni,269 naissances
Ségolène,267 naissances
Charlie,267 naissances
Elie,266 naissances
Ambre,265 naissances
Justin,264 naissances
Yasmina,261 naissances
Tiphanie,261 naissances
Faustine,260 naissances
Ahmed,259 naissances
Jean-Christophe,259 naissances
Geoffroy,257 naissances
Cyrille,256 naissances
Henri,255 naissances
Enzo,255 naissances
Amel,255 naissances
Angéline,254 naissances
Cathy,252 naissances
Lauren,252 naissances
Sami,251 naissances
Soraya,250 naissances
Joël,250 naissances
Rachid,250 naissances
Léna,249 naissances
Maïlys,249 naissances
Adélaïde,247 naissances
Sabine,246 naissances
Laurence,244 naissances
