prenom,nbdenaissances
Julien,13 419 naissances
Nicolas,10 909 naissances
Julie,9 934 naissances
Aurélie,9 887 naissances
Romain,9 629 naissances
Elodie,9 209 naissances
Jérémy,9 164 naissances
Alexandre,8 223 naissances
Anthony,8 063 naissances
Guillaume,7 994 naissances
Emilie,7 831 naissances
Thomas,7 636 naissances
Marie,7 530 naissances
Kevin,7 372 naissances
Sébastien,7 110 naissances
Jonathan,6 737 naissances
Audrey,6 644 naissances
Stéphanie,6 555 naissances
Mickael,6 183 naissances
Mathieu,6 086 naissances
Céline,5 953 naissances
Maxime,5 735 naissances
Pauline,5 595 naissances
Vincent,5 517 naissances
Damien,5 502 naissances
Sophie,5 498 naissances
Mélanie,5 452 naissances
Marion,5 305 naissances
David,5 258 naissances
Pierre,5 173 naissances
Laëtitia,5 069 naissances
Benjamin,5 013 naissances
Vanessa,4 990 naissances
Cédric,4 828 naissances
Amandine,4 816 naissances
Marine,4 728 naissances
Jennifer,4 644 naissances
Charlotte,4 599 naissances
Florian,4 516 naissances
Laura,4 344 naissances
Sarah,4 141 naissances
Christophe,4 051 naissances
Caroline,4 028 naissances
Jérôme,3 963 naissances
Adrien,3 911 naissances
Antoine,3 857 naissances
Arnaud,3 826 naissances
Claire,3 771 naissances
Virginie,3 749 naissances
Jessica,3 745 naissances
Anaïs,3 691 naissances
Aurélien,3 669 naissances
Cindy,3 665 naissances
Fabien,3 663 naissances
Benoit,3 646 naissances
Loïc,3 597 naissances
Aurore,3 530 naissances
Matthieu,3 499 naissances
Ludovic,3 456 naissances
Lucie,3 448 naissances
Amélie,3 334 naissances
Fanny,3 307 naissances
Clément,3 264 naissances
Angélique,3 238 naissances
Michaël,3 214 naissances
Sylvain,3 192 naissances
Sabrina,3 180 naissances
Camille,3 091 naissances
Alexandra,3 004 naissances
Cyril,2 969 naissances
Stéphane,2 967 naissances
François,2 896 naissances
Frédéric,2 869 naissances
Olivier,2 712 naissances
Rémi,2 617 naissances
Hélène,2 570 naissances
Cécile,2 568 naissances
Delphine,2 524 naissances
Sandra,2 500 naissances
Justine,2 444 naissances
Coralie,2 429 naissances
Jean,2 357 naissances
Alexis,2 318 naissances
Grégory,2 301 naissances
Laurent,2 231 naissances
Emmanuelle,2 217 naissances
Mathilde,2 179 naissances
Florent,2 123 naissances
Christopher,2 096 naissances
Yoann,2 081 naissances
Christelle,2 075 naissances
Simon,2 059 naissances
Anne,2 048 naissances
Quentin,1 995 naissances
Morgane,1 945 naissances
Xavier,1 909 naissances
Adeline,1 909 naissances
Sandrine,1 899 naissances
Laure,1 857 naissances
Gaëlle,1 851 naissances
Charlène,1 757 naissances
Chloé,1 729 naissances
Dimitri,1 727 naissances
Nathalie,1 722 naissances
Raphaël,1 714 naissances
Anne-Sophie,1 704 naissances
Mélissa,1 689 naissances
Marc,1 687 naissances
Noémie,1 673 naissances
Yannick,1 648 naissances
Emmanuel,1 647 naissances
Yann,1 628 naissances
Ludivine,1 565 naissances
Geoffrey,1 560 naissances
Samuel,1 534 naissances
Elise,1 521 naissances
Gaétan,1 516 naissances
Sonia,1 516 naissances
Rémy,1 488 naissances
Mohamed,1 468 naissances
Thibault,1 432 naissances
Franck,1 390 naissances
Jean-Baptiste,1 388 naissances
