prenom,nbdenaissances
Kevin,13 351 naissances
Thomas,9 780 naissances
Maxime,8 930 naissances
Alexandre,8 778 naissances
Nicolas,8 338 naissances
Julien,7 772 naissances
Laura,7 491 naissances
Marine,7 381 naissances
Marie,7 288 naissances
Anthony,7 194 naissances
Romain,6 516 naissances
Elodie,6 458 naissances
Marion,6 364 naissances
Florian,6 356 naissances
Jérémy,6 353 naissances
Benjamin,6 281 naissances
Guillaume,6 276 naissances
Julie,6 221 naissances
Camille,6 217 naissances
Pauline,5 813 naissances
Quentin,5 762 naissances
Anaïs,5 425 naissances
Justine,5 396 naissances
Manon,5 319 naissances
Antoine,5 141 naissances
Pierre,5 040 naissances
Clément,5 034 naissances
Sarah,4 921 naissances
Jonathan,4 679 naissances
Mélanie,4 662 naissances
Vincent,4 588 naissances
Valentin,4 567 naissances
Alexis,4 425 naissances
Mathieu,4 357 naissances
Audrey,4 203 naissances
Mathilde,4 073 naissances
Aurélie,4 007 naissances
Amandine,3 981 naissances
Jordan,3 936 naissances
Damien,3 875 naissances
Adrien,3 849 naissances
Charlotte,3 811 naissances
Emilie,3 795 naissances
Morgane,3 533 naissances
Sébastien,3 517 naissances
Mickael,3 393 naissances
David,3 271 naissances
Lucie,3 136 naissances
Céline,3 055 naissances
Sophie,3 032 naissances
Claire,3 000 naissances
Cindy,2 964 naissances
Chloé,2 915 naissances
Laëtitia,2 889 naissances
Fanny,2 842 naissances
Léa,2 842 naissances
Loïc,2 834 naissances
Mélissa,2 818 naissances
Caroline,2 816 naissances
Jessica,2 707 naissances
Jennifer,2 659 naissances
Adeline,2 629 naissances
Amélie,2 628 naissances
Arnaud,2 457 naissances
Aurélien,2 454 naissances
Rémi,2 411 naissances
Coralie,2 379 naissances
Matthieu,2 375 naissances
Alexandra,2 325 naissances
Hélène,2 318 naissances
Thibault,2 316 naissances
Paul,2 299 naissances
Cédric,2 272 naissances
Christopher,2 261 naissances
Simon,2 187 naissances
Benoit,2 186 naissances
Charlène,2 091 naissances
Hugo,2 090 naissances
Baptiste,2 079 naissances
Jérôme,2 067 naissances
Fabien,2 066 naissances
Florent,2 050 naissances
Steven,2 046 naissances
Margaux,2 027 naissances
Stéphanie,1 995 naissances
Arthur,1 991 naissances
Clémence,1 989 naissances
Sabrina,1 976 naissances
Maeva,1 961 naissances
Estelle,1 956 naissances
Alice,1 907 naissances
Ludovic,1 901 naissances
Angélique,1 890 naissances
Aurore,1 890 naissances
François,1 813 naissances
Bastien,1 791 naissances
Gaétan,1 768 naissances
Geoffrey,1 740 naissances
Marina,1 738 naissances
Sylvain,1 727 naissances
Cyril,1 725 naissances
Cécile,1 668 naissances
Victor,1 658 naissances
Juliette,1 626 naissances
Sandra,1 605 naissances
Robin,1 584 naissances
Dimitri,1 584 naissances
Lucas,1 575 naissances
Christophe,1 560 naissances
Stéphane,1 557 naissances
Yoann,1 552 naissances
Raphaël,1 552 naissances
Lisa,1 498 naissances
Noémie,1 497 naissances
Jimmy,1 491 naissances
Alexia,1 475 naissances
Jean,1 473 naissances
Laurie,1 462 naissances
Mehdi,1 445 naissances
Elise,1 440 naissances
Thibaut,1 434 naissances
Olivier,1 426 naissances
Emeline,1 422 naissances
Rémy,1 421 naissances
Grégory,1 418 naissances
Johanna,1 417 naissances
Morgan,1 379 naissances
Ophélie,1 378 naissances
Axel,1 369 naissances
Mohamed,1 363 naissances
Mégane,1 361 naissances
Virginie,1 355 naissances
Yann,1 352 naissances
Samantha,1 345 naissances
Charles,1 342 naissances
Gwendoline,1 341 naissances
Tony,1 328 naissances
Océane,1 313 naissances
Jean-Baptiste,1 300 naissances
William,1 296 naissances
Sonia,1 277 naissances
Déborah,1 275 naissances
Ludivine,1 270 naissances
Frédéric,1 258 naissances
Samuel,1 256 naissances
Louis,1 256 naissances
Xavier,1 234 naissances
Delphine,1 232 naissances
Célia,1 230 naissances
Jason,1 227 naissances
Michaël,1 215 naissances
Théo,1 211 naissances
Marc,1 153 naissances
Laure,1 150 naissances
Gaëlle,1 149 naissances
Myriam,1 133 naissances
Franck,1 132 naissances
Julia,1 121 naissances
Clara,1 103 naissances
Tristan,1 103 naissances
Alicia,1 103 naissances
Laurent,1 097 naissances
Corentin,1 095 naissances
Tiffany,1 081 naissances
Cynthia,1 066 naissances
Kelly,1 057 naissances
Alison,1 043 naissances
Floriane,1 040 naissances
Martin,1 030 naissances
Etienne,1 024 naissances
Lucile,1 021 naissances
Louise,1 002 naissances
Margot,998 naissances
Cassandra,992 naissances
Emmanuelle,978 naissances
Victoria,957 naissances
Emmanuel,957 naissances
Inès,945 naissances
Anne,944 naissances
Agathe,943 naissances
Vanessa,934 naissances
Teddy,919 naissances
Charline,916 naissances
Léo,916 naissances
Maxence,899 naissances
Clémentine,890 naissances
Solène,880 naissances
Marjorie,866 naissances
Jérémie,864 naissances
Anne-Sophie,854 naissances
Bryan,853 naissances
Johan,833 naissances
Eva,816 naissances
Mélodie,816 naissances
Olivia,808 naissances
Maud,801 naissances
Gabriel,792 naissances
Yohan,789 naissances
Mylène,786 naissances
Christelle,785 naissances
Brice,779 naissances
Dorian,757 naissances
Aline,754 naissances
Mathias,736 naissances
Karim,725 naissances
Sofiane,719 naissances
Tom,718 naissances
Philippe,713 naissances
Elsa,710 naissances
Yannick,706 naissances
Sandy,688 naissances
Edouard,685 naissances
Aude,672 naissances
Nathan,665 naissances
Leslie,658 naissances
Erwan,650 naissances
Florence,650 naissances
Aymeric,648 naissances
Grégoire,648 naissances
Tiphaine,645 naissances
