prenom,nbdenaissances
Gabriel,4 550 naissances
Léo,3 666 naissances
Raphaël,3 628 naissances
Maël,3 419 naissances
Louis,3 338 naissances
Louise,3 186 naissances
Ambre,3 168 naissances
Noah,3 163 naissances
Alba,3 088 naissances
Jules,3 020 naissances
Adam,2 970 naissances
Arthur,2 915 naissances
Jade,2 891 naissances
Eden,2 701 naissances
Emma,2 666 naissances
Isaac,2 556 naissances
Liam,2 504 naissances
Sacha,2 446 naissances
Rose,2 375 naissances
Eva,2 362 naissances
Alma,2 342 naissances
Lucas,2 324 naissances
Léon,2 295 naissances
Naël,2 256 naissances
Alice,2 256 naissances
Gabin,2 246 naissances
Romy,2 198 naissances
Mia,2 152 naissances
Mohamed,2 138 naissances
Anna,2 129 naissances
Lina,2 086 naissances
Elio,2 056 naissances
Hugo,2 023 naissances
Noé,2 014 naissances
Ethan,1 983 naissances
Marceau,1 960 naissances
Aaron,1 952 naissances
Paul,1 951 naissances
Léna,1 908 naissances
Ayden,1 856 naissances
Inaya,1 855 naissances
Julia,1 852 naissances
Agathe,1 845 naissances
Lou,1 844 naissances
Iris,1 776 naissances
Elena,1 775 naissances
Imrân,1 756 naissances
Nathan,1 697 naissances
Adèle,1 690 naissances
Giulia,1 683 naissances
Théo,1 661 naissances
Victoire,1 634 naissances
Marius,1 620 naissances
Léa,1 619 naissances
Ibrahim,1 612 naissances
Chloé,1 612 naissances
Olivia,1 612 naissances
Malo,1 572 naissances
Noûr,1 557 naissances
Luna,1 554 naissances
Juliette,1 544 naissances
Jeanne,1 544 naissances
Nina,1 478 naissances
Eliott,1 469 naissances
Tom,1 458 naissances
Nino,1 452 naissances
Zoé,1 450 naissances
Mathis,1 420 naissances
Victor,1 413 naissances
Léonie,1 412 naissances
Martin,1 411 naissances
Lyam,1 371 naissances
Gaspard,1 349 naissances
Inès,1 290 naissances
Sofia,1 283 naissances
Ismaël,1 266 naissances
Victoria,1 247 naissances
Romane,1 241 naissances
Lola,1 217 naissances
Timéo,1 208 naissances
Milo,1 202 naissances
Augustin,1 198 naissances
Robin,1 181 naissances
