prenom,nbdenaissances
Lucas,5 662 naissances
Hugo,5 399 naissances
Louis,5 299 naissances
Gabriel,5 200 naissances
Léo,5 029 naissances
Ethan,4 943 naissances
Emma,4 807 naissances
Nathan,4 726 naissances
Chloé,4 690 naissances
Inès,4 530 naissances
Louise,4 483 naissances
Adam,4 410 naissances
Léa,4 361 naissances
Jules,4 302 naissances
Nolan,4 284 naissances
Jade,4 231 naissances
Enzo,4 179 naissances
Timéo,4 083 naissances
Raphaël,4 059 naissances
Arthur,4 054 naissances
Manon,3 998 naissances
Lola,3 767 naissances
Léna,3 592 naissances
Théo,3 494 naissances
Maël,3 425 naissances
Zoé,3 346 naissances
Lina,3 315 naissances
Mathis,3 269 naissances
Tom,3 213 naissances
Sacha,3 177 naissances
Clément,3 161 naissances
Paul,3 141 naissances
Sarah,2 984 naissances
Noah,2 938 naissances
Alice,2 821 naissances
Liam,2 807 naissances
Maxime,2 695 naissances
Lilou,2 646 naissances
Axel,2 613 naissances
Maëlys,2 597 naissances
Gabin,2 578 naissances
Lucie,2 543 naissances
Mohamed,2 539 naissances
Mathéo,2 502 naissances
Baptiste,2 431 naissances
Ambre,2 385 naissances
Thomas,2 379 naissances
Yanis,2 368 naissances
Juliette,2 365 naissances
Julia,2 326 naissances
Eva,2 319 naissances
Clara,2 304 naissances
Antoine,2 291 naissances
Noé,2 275 naissances
Romane,2 235 naissances
Louna,2 199 naissances
Evan,2 084 naissances
Maxence,2 064 naissances
Rayan,2 044 naissances
Robin,2 028 naissances
Lou,2 025 naissances
Anna,2 025 naissances
Valentin,1 997 naissances
Alexandre,1 972 naissances
Anaïs,1 961 naissances
Victor,1 934 naissances
Elena,1 926 naissances
Rose,1 915 naissances
Aaron,1 907 naissances
Jeanne,1 888 naissances
Léonie,1 859 naissances
Nina,1 802 naissances
Clémence,1 748 naissances
Louane,1 724 naissances
Alexis,1 722 naissances
Margaux,1 680 naissances
Simon,1 677 naissances
Mila,1 648 naissances
Samuel,1 632 naissances
Lana,1 606 naissances
Alicia,1 600 naissances
Noa,1 599 naissances
Inaya,1 599 naissances
Naël,1 575 naissances
Martin,1 573 naissances
Charlotte,1 553 naissances
Noémie,1 524 naissances
Lisa,1 518 naissances
Mathilde,1 504 naissances
Lenny,1 475 naissances
Célia,1 431 naissances
Esteban,1 425 naissances
Lorenzo,1 418 naissances
Enora,1 390 naissances
Mathys,1 381 naissances
Agathe,1 380 naissances
Elise,1 363 naissances
Lily,1 337 naissances
Margot,1 336 naissances
Marie,1 301 naissances
Quentin,1 280 naissances
Pauline,1 276 naissances
Ilyès,1 274 naissances
Kylian,1 269 naissances
Adèle,1 269 naissances
Léana,1 259 naissances
Yasmine,1 253 naissances
Eden,1 212 naissances
Elisa,1 209 naissances
Kaïs,1 204 naissances
