prenom,nbdenaissances
Julien,17 022 naissances
Nicolas,13 843 naissances
Aurélie,12 575 naissances
Emilie,11 687 naissances
Sébastien,8 856 naissances
Julie,8 737 naissances
Guillaume,8 572 naissances
Jonathan,8 541 naissances
Elodie,8 071 naissances
Anthony,8 059 naissances
Marie,7 867 naissances
Romain,7 815 naissances
Céline,7 619 naissances
Audrey,7 594 naissances
Thomas,7 136 naissances
Stéphanie,7 067 naissances
Alexandre,6 932 naissances
Damien,6 582 naissances
Jérémy,6 462 naissances
David,6 344 naissances
Jennifer,6 336 naissances
Laëtitia,6 219 naissances
Mathieu,6 155 naissances
Vincent,6 148 naissances
Cédric,5 988 naissances
Mélanie,5 775 naissances
Mickael,5 406 naissances
Virginie,5 271 naissances
Sophie,5 168 naissances
Jérôme,5 106 naissances
Fabien,4 989 naissances
Christophe,4 929 naissances
Grégory,4 815 naissances
Pierre,4 735 naissances
Jessica,4 502 naissances
Benjamin,4 494 naissances
Vanessa,4 464 naissances
Caroline,4 449 naissances
Marion,4 338 naissances
Ludovic,4 280 naissances
Maxime,4 119 naissances
Amandine,4 075 naissances
Sabrina,4 056 naissances
Angélique,4 050 naissances
Frédéric,4 046 naissances
Benoit,4 010 naissances
Kevin,3 795 naissances
Claire,3 763 naissances
Aurélien,3 753 naissances
Stéphane,3 588 naissances
Sylvain,3 567 naissances
Olivier,3 548 naissances
Arnaud,3 542 naissances
Cindy,3 528 naissances
Pauline,3 520 naissances
Aurore,3 494 naissances
Amélie,3 335 naissances
Christelle,3 326 naissances
Lucie,3 237 naissances
Matthieu,3 224 naissances
Florian,3 219 naissances
Laurent,3 174 naissances
Charlotte,3 164 naissances
Fanny,3 133 naissances
Delphine,3 084 naissances
Cécile,3 068 naissances
Alexandra,3 057 naissances
Adrien,3 034 naissances
Antoine,3 028 naissances
Loïc,3 015 naissances
Jean,2 971 naissances
François,2 890 naissances
Nathalie,2 888 naissances
Michaël,2 864 naissances
Hélène,2 837 naissances
Cyril,2 794 naissances
Sandrine,2 758 naissances
Anaïs,2 718 naissances
Camille,2 700 naissances
Sarah,2 587 naissances
Anne,2 541 naissances
Laura,2 526 naissances
Laure,2 362 naissances
Gaëlle,2 331 naissances
Clément,2 310 naissances
Rémi,2 231 naissances
Sandra,2 228 naissances
Florent,2 142 naissances
Marine,2 067 naissances
Yoann,2 038 naissances
Adeline,2 032 naissances
Mélissa,2 003 naissances
Xavier,1 995 naissances
Mathilde,1 993 naissances
Sonia,1 954 naissances
Christopher,1 942 naissances
Yannick,1 918 naissances
Marc,1 913 naissances
Isabelle,1 904 naissances
Emmanuel,1 846 naissances
Alexis,1 844 naissances
Emmanuelle,1 832 naissances
Yann,1 788 naissances
Séverine,1 781 naissances
Geoffrey,1 723 naissances
Mohamed,1 715 naissances
Franck,1 708 naissances
Coralie,1 665 naissances
Magali,1 589 naissances
Ludivine,1 569 naissances
Samuel,1 566 naissances
Jérémie,1 534 naissances
Eric,1 516 naissances
Aline,1 516 naissances
Simon,1 501 naissances
Philippe,1 492 naissances
Anne-Sophie,1 489 naissances
Elise,1 487 naissances
Carole,1 458 naissances
Déborah,1 450 naissances
Raphaël,1 420 naissances
Estelle,1 417 naissances
