prenom,nbdenaissances
Thomas,9 414 naissances
Léa,8 145 naissances
Manon,7 634 naissances
Alexandre,7 514 naissances
Quentin,7 505 naissances
Camille,7 461 naissances
Maxime,7 197 naissances
Nicolas,7 183 naissances
Lucas,6 925 naissances
Marie,6 855 naissances
Chloé,6 129 naissances
Antoine,6 119 naissances
Océane,6 029 naissances
Clément,5 998 naissances
Julien,5 683 naissances
Hugo,5 677 naissances
Valentin,5 602 naissances
Laura,5 547 naissances
Alexis,5 487 naissances
Théo,5 349 naissances
Dylan,5 261 naissances
Romain,5 234 naissances
Sarah,5 174 naissances
Marine,5 055 naissances
Florian,5 052 naissances
Pauline,5 010 naissances
Julie,4 948 naissances
Mathilde,4 917 naissances
Kevin,4 790 naissances
Emma,4 569 naissances
Guillaume,4 528 naissances
Anthony,4 380 naissances
Anaïs,4 335 naissances
Pierre,4 278 naissances
Lucie,4 261 naissances
Benjamin,3 967 naissances
Justine,3 809 naissances
Adrien,3 616 naissances
Corentin,3 587 naissances
Louis,3 583 naissances
Marion,3 521 naissances
Morgane,3 450 naissances
Vincent,3 413 naissances
Paul,3 366 naissances
Mathieu,3 214 naissances
Baptiste,3 211 naissances
Nathan,3 152 naissances
Jérémy,3 113 naissances
Mélissa,3 020 naissances
Inès,2 999 naissances
Mélanie,2 996 naissances
Charlotte,2 970 naissances
Axel,2 951 naissances
Clara,2 922 naissances
Arthur,2 922 naissances
Emilie,2 895 naissances
Juliette,2 848 naissances
Victor,2 765 naissances
Lisa,2 713 naissances
Léo,2 695 naissances
Amandine,2 681 naissances
Amélie,2 655 naissances
Jordan,2 653 naissances
Margaux,2 561 naissances
Elodie,2 456 naissances
Maeva,2 424 naissances
Bastien,2 379 naissances
Clémence,2 342 naissances
Noémie,2 324 naissances
Eva,2 273 naissances
Louise,2 222 naissances
Loïc,2 217 naissances
Damien,2 175 naissances
Elisa,2 117 naissances
Audrey,2 115 naissances
Rémi,2 075 naissances
Claire,2 056 naissances
Simon,2 025 naissances
Raphaël,1 980 naissances
Célia,1 924 naissances
Enzo,1 887 naissances
Matthieu,1 883 naissances
Alice,1 881 naissances
Thibault,1 857 naissances
Tom,1 827 naissances
Sébastien,1 822 naissances
Romane,1 776 naissances
Coralie,1 738 naissances
Margot,1 710 naissances
Estelle,1 699 naissances
Steven,1 672 naissances
Aurélien,1 667 naissances
Maxence,1 616 naissances
Fabien,1 602 naissances
Alexia,1 600 naissances
Elise,1 588 naissances
Jonathan,1 588 naissances
William,1 587 naissances
David,1 578 naissances
Valentine,1 578 naissances
Céline,1 574 naissances
Dorian,1 571 naissances
Samuel,1 567 naissances
Tristan,1 552 naissances
Fanny,1 550 naissances
Arnaud,1 544 naissances
Laurine,1 509 naissances
Caroline,1 485 naissances
Solène,1 447 naissances
Ophélie,1 446 naissances
Alicia,1 437 naissances
Yann,1 412 naissances
Bryan,1 398 naissances
Aurélie,1 388 naissances
Emeline,1 378 naissances
Robin,1 376 naissances
Agathe,1 371 naissances
Martin,1 368 naissances
Allan,1 366 naissances
Coline,1 353 naissances
Sophie,1 344 naissances
Laurie,1 333 naissances
Alexandra,1 327 naissances
Gaétan,1 318 naissances
Jules,1 317 naissances
Mickael,1 311 naissances
Christopher,1 287 naissances
Jeanne,1 284 naissances
François,1 276 naissances
Charles,1 264 naissances
Benoit,1 255 naissances
Jade,1 237 naissances
Andréa,1 236 naissances
Cédric,1 229 naissances
Florent,1 219 naissances
Tanguy,1 194 naissances
Victoria,1 194 naissances
Gabriel,1 165 naissances
Mohamed,1 151 naissances
Thibaut,1 131 naissances
Mehdi,1 126 naissances
Jean,1 118 naissances
Carla,1 118 naissances
Laëtitia,1 114 naissances
Killian,1 105 naissances
Rémy,1 098 naissances
Axelle,1 085 naissances
Cassandra,1 068 naissances
Mathis,1 061 naissances
Jason,1 060 naissances
Jessica,1 053 naissances
Zoé,1 024 naissances
Ludivine,1 024 naissances
Aurore,1 013 naissances
Yanis,1 011 naissances
Julia,1 004 naissances
Erwan,1 000 naissances
Ludovic,997 naissances
Lola,985 naissances
Marina,982 naissances
Salomé,978 naissances
Grégory,978 naissances
Charlène,961 naissances
Dimitri,959 naissances
Léna,955 naissances
Laure,954 naissances
Cécile,949 naissances
Maëlle,941 naissances
Myriam,918 naissances
Tony,917 naissances
Etienne,909 naissances
Alex,904 naissances
Clémentine,896 naissances
Kelly,885 naissances
Lilian,883 naissances
Alan,882 naissances
Cyril,878 naissances
Brandon,869 naissances
Elsa,862 naissances
Mathias,855 naissances
Sylvain,848 naissances
Cindy,837 naissances
Eloïse,837 naissances
Jean-Baptiste,822 naissances
Lucile,815 naissances
Adeline,811 naissances
