prenom,nbdenaissances
Sébastien,17 503 naissances
Céline,13 705 naissances
Nicolas,13 169 naissances
Julien,11 145 naissances
David,11 084 naissances
Stéphanie,10 608 naissances
Cédric,10 369 naissances
Christophe,9 627 naissances
Frédéric,9 524 naissances
Jérôme,9 270 naissances
Virginie,8 829 naissances
Aurélie,8 799 naissances
Laëtitia,8 285 naissances
Sandrine,8 043 naissances
Stéphane,7 646 naissances
Olivier,7 597 naissances
Guillaume,7 221 naissances
Laurent,6 963 naissances
Delphine,6 862 naissances
Sabrina,6 838 naissances
Marie,6 595 naissances
Sophie,6 465 naissances
Vincent,6 443 naissances
Caroline,6 218 naissances
Alexandre,6 162 naissances
Audrey,6 128 naissances
Ludovic,6 053 naissances
Nathalie,5 848 naissances
Christelle,5 691 naissances
Séverine,5 531 naissances
Arnaud,5 106 naissances
Emilie,5 077 naissances
Isabelle,4 959 naissances
Mickael,4 805 naissances
Sylvain,4 755 naissances
Grégory,4 674 naissances
Alexandra,4 634 naissances
Sandra,4 461 naissances
Cécile,4 390 naissances
Michaël,4 268 naissances
Vanessa,4 183 naissances
Benoit,4 110 naissances
Mathieu,4 074 naissances
Thomas,4 054 naissances
Angélique,3 976 naissances
Fabien,3 849 naissances
Karine,3 840 naissances
Anne,3 795 naissances
Julie,3 754 naissances
Hélène,3 752 naissances
Fabrice,3 721 naissances
Pierre,3 600 naissances
Cyril,3 600 naissances
Mélanie,3 564 naissances
Damien,3 559 naissances
Eric,3 555 naissances
Anthony,3 529 naissances
Franck,3 498 naissances
Jean,3 410 naissances
François,3 371 naissances
Magali,3 326 naissances
Emmanuel,3 322 naissances
Valérie,3 173 naissances
Philippe,3 155 naissances
Yann,2 992 naissances
Sonia,2 960 naissances
Xavier,2 951 naissances
Elodie,2 843 naissances
Emmanuelle,2 705 naissances
Gaëlle,2 688 naissances
Sylvie,2 668 naissances
Aurore,2 666 naissances
Aurélien,2 666 naissances
Yannick,2 616 naissances
Matthieu,2 583 naissances
Florence,2 567 naissances
Carole,2 538 naissances
Benjamin,2 517 naissances
Claire,2 469 naissances
Estelle,2 453 naissances
Marc,2 394 naissances
Carine,2 394 naissances
Samuel,2 333 naissances
Romain,2 189 naissances
Jessica,2 169 naissances
Laure,2 127 naissances
Nadia,2 125 naissances
Laurence,2 114 naissances
Véronique,2 101 naissances
Bruno,2 098 naissances
Jérémy,2 080 naissances
Nadège,2 063 naissances
Pascal,2 058 naissances
Antoine,2 015 naissances
Cindy,2 013 naissances
Loïc,2 008 naissances
Jonathan,1 994 naissances
Myriam,1 991 naissances
Lionel,1 885 naissances
Catherine,1 882 naissances
Géraldine,1 863 naissances
Fanny,1 821 naissances
Jennifer,1 788 naissances
Thierry,1 762 naissances
Florent,1 682 naissances
Bertrand,1 641 naissances
Raphaël,1 634 naissances
Amélie,1 562 naissances
Marion,1 547 naissances
Adeline,1 521 naissances
Christine,1 490 naissances
Maxime,1 470 naissances
Aline,1 446 naissances
Patrick,1 413 naissances
Ingrid,1 405 naissances
Ludivine,1 405 naissances
Aude,1 356 naissances
Jean-François,1 348 naissances
Sarah,1 335 naissances
Marjorie,1 302 naissances
Michel,1 302 naissances
Cyrille,1 296 naissances
Tony,1 287 naissances
Mohamed,1 286 naissances
Patricia,1 283 naissances
Gilles,1 279 naissances
Maud,1 273 naissances
Karim,1 272 naissances
Magalie,1 261 naissances
Sabine,1 255 naissances
Linda,1 252 naissances
Patrice,1 237 naissances
Fabienne,1 206 naissances
Natacha,1 193 naissances
Daniel,1 193 naissances
Yoann,1 180 naissances
Anne-Sophie,1 171 naissances
Amandine,1 152 naissances
Peggy,1 131 naissances
Béatrice,1 127 naissances
Hervé,1 123 naissances
Elise,1 117 naissances
Corinne,1 073 naissances
Marina,1 065 naissances
Jean-Philippe,1 065 naissances
Elisabeth,1 060 naissances
Jean-Baptiste,1 040 naissances
Jérémie,1 037 naissances
Charlotte,1 037 naissances
Alexis,1 030 naissances
Denis,1 023 naissances
Mikaël,1 023 naissances
Dorothée,1 023 naissances
Nelly,1 008 naissances
Régis,995 naissances
William,989 naissances
Agnès,989 naissances
Lucie,988 naissances
Lydie,980 naissances
Didier,959 naissances
Bénédicte,946 naissances
Rudy,942 naissances
Muriel,938 naissances
Mathilde,923 naissances
Gérald,913 naissances
Frédérique,911 naissances
Déborah,906 naissances
Alain,905 naissances
Richard,898 naissances
Gaël,897 naissances
Rachel,889 naissances
Jimmy,889 naissances
Yohann,887 naissances
Katia,882 naissances
Maryline,874 naissances
Christian,866 naissances
Charles,853 naissances
Dominique,853 naissances
Anne-Laure,846 naissances
Alice,840 naissances
Aurélia,839 naissances
Steve,835 naissances
Romuald,825 naissances
Sandy,810 naissances
Gwenaëlle,810 naissances
Marie-Laure,799 naissances
Rémi,798 naissances
Brice,790 naissances
Eddy,783 naissances
Manuel,776 naissances
Camille,775 naissances
Gaétan,772 naissances
Johann,772 naissances
Coralie,763 naissances
Johan,753 naissances
Renaud,746 naissances
Mehdi,744 naissances
Cathy,734 naissances
Jean-Christophe,734 naissances
Dimitri,733 naissances
Baptiste,729 naissances
Joël,720 naissances
Clément,710 naissances
Karen,701 naissances
Barbara,689 naissances
Florian,685 naissances
Rachid,680 naissances
Jean-Michel,676 naissances
Kevin,676 naissances
Adrien,672 naissances
Erwan,656 naissances
Marlène,650 naissances
Olivia,645 naissances
Farid,634 naissances
Paul,632 naissances
Rémy,628 naissances
Pauline,624 naissances
Samira,621 naissances
Etienne,621 naissances
Sylvia,606 naissances
Rodolphe,605 naissances
Marianne,600 naissances
Johnny,597 naissances
Willy,595 naissances
Claude,595 naissances
Morgane,595 naissances
Annabelle,594 naissances
Fatima,590 naissances
Jean-Marc,589 naissances
José,587 naissances
Juliette,586 naissances
Wilfried,583 naissances
Simon,580 naissances
Gabriel,579 naissances
Samir,571 naissances
Cynthia,553 naissances
Leïla,553 naissances
Yves,539 naissances
Teddy,520 naissances
Blandine,520 naissances
Julia,495 naissances
Malika,492 naissances
Samia,491 naissances
Steeve,490 naissances
Nadine,484 naissances
Edouard,483 naissances
Freddy,470 naissances
Pascale,468 naissances
Mylène,463 naissances
Edwige,459 naissances
Luc,458 naissances
Christel,457 naissances
Boris,451 naissances
Karima,450 naissances
Maria,447 naissances
Bérengère,440 naissances
Betty,438 naissances
Marine,435 naissances
Lydia,428 naissances
Ronan,424 naissances
Jean-Charles,424 naissances
Yohan,423 naissances
Emeline,422 naissances
Laurie,420 naissances
Aymeric,416 naissances
Martial,414 naissances
Jacques,413 naissances
Perrine,410 naissances
Grégoire,410 naissances
Célia,409 naissances
Armelle,408 naissances
Antony,404 naissances
Marilyne,404 naissances
Cécilia,402 naissances
Alban,402 naissances
John,398 naissances
Joseph,395 naissances
Jean-Pierre,390 naissances
Kamel,390 naissances
Thibaut,387 naissances
Serge,386 naissances
Davy,386 naissances
Solène,382 naissances
Jean-Marie,377 naissances
Gwenaël,374 naissances
Ali,372 naissances
Murielle,370 naissances
Bastien,370 naissances
Françoise,367 naissances
Laura,367 naissances
Priscilla,367 naissances
Louis,363 naissances
Erika,362 naissances
Morgan,357 naissances
Johanna,356 naissances
Mathias,355 naissances
Mourad,352 naissances
Elsa,350 naissances
Pascaline,347 naissances
Evelyne,347 naissances
Thibault,346 naissances
Nabil,345 naissances
Tatiana,340 naissances
Marie-Pierre,340 naissances
