prenom,nbdenaissances
Kevin,11 948 naissances
Thomas,8 976 naissances
Alexandre,8 955 naissances
Nicolas,8 683 naissances
Maxime,8 228 naissances
Laura,7 561 naissances
Julien,7 248 naissances
Marine,6 967 naissances
Marie,6 819 naissances
Anaïs,6 568 naissances
Camille,6 510 naissances
Jordan,6 338 naissances
Anthony,6 176 naissances
Romain,6 013 naissances
Manon,5 950 naissances
Florian,5 937 naissances
Guillaume,5 922 naissances
Quentin,5 859 naissances
Julie,5 681 naissances
Pauline,5 638 naissances
Marion,5 596 naissances
Mélanie,5 519 naissances
Jérémy,5 452 naissances
Antoine,5 314 naissances
Benjamin,5 031 naissances
Pierre,4 947 naissances
Clément,4 900 naissances
Sarah,4 809 naissances
Justine,4 783 naissances
Elodie,4 713 naissances
Alexis,4 606 naissances
Valentin,4 246 naissances
Vincent,4 243 naissances
Audrey,4 060 naissances
Mathilde,4 034 naissances
Mathieu,3 913 naissances
Emilie,3 661 naissances
Morgane,3 658 naissances
Jonathan,3 565 naissances
Amandine,3 563 naissances
Léa,3 535 naissances
Adrien,3 479 naissances
Charlotte,3 456 naissances
Sébastien,3 204 naissances
Cindy,3 152 naissances
Chloé,3 131 naissances
Aurélie,3 070 naissances
Damien,3 019 naissances
Lucie,2 801 naissances
Claire,2 781 naissances
Mickael,2 768 naissances
David,2 765 naissances
Mélissa,2 650 naissances
Paul,2 609 naissances
Loïc,2 602 naissances
Lucas,2 479 naissances
Caroline,2 465 naissances
Fanny,2 463 naissances
Sophie,2 418 naissances
Amélie,2 376 naissances
Céline,2 357 naissances
Laëtitia,2 327 naissances
Jessica,2 294 naissances
Matthieu,2 240 naissances
Margaux,2 212 naissances
Estelle,2 196 naissances
Simon,2 180 naissances
Hélène,2 177 naissances
Cédric,2 151 naissances
Rémi,2 117 naissances
Arnaud,2 109 naissances
Alexandra,2 100 naissances
Baptiste,2 090 naissances
Aurélien,2 078 naissances
Corentin,2 069 naissances
Coralie,2 066 naissances
Christopher,2 050 naissances
Thibault,1 993 naissances
Alison,1 992 naissances
Steven,1 987 naissances
Adeline,1 945 naissances
Alice,1 929 naissances
Cassandra,1 914 naissances
Clémence,1 886 naissances
Hugo,1 863 naissances
Jennifer,1 859 naissances
Benoit,1 849 naissances
Fabien,1 841 naissances
Charlène,1 833 naissances
Arthur,1 756 naissances
Maeva,1 754 naissances
Jérôme,1 726 naissances
Victor,1 714 naissances
Louis,1 710 naissances
Ludovic,1 707 naissances
Bastien,1 703 naissances
François,1 696 naissances
Gaétan,1 676 naissances
Dylan,1 662 naissances
Raphaël,1 629 naissances
Robin,1 612 naissances
Juliette,1 606 naissances
Mégane,1 595 naissances
Cyril,1 594 naissances
Florent,1 576 naissances
Sabrina,1 546 naissances
Noémie,1 545 naissances
Angélique,1 522 naissances
