prenom,nbdenaissances
Stéphanie,19 601 naissances
Sébastien,16 777 naissances
Frédéric,15 973 naissances
David,15 500 naissances
Stéphane,15 363 naissances
Christophe,14 444 naissances
Sandrine,13 933 naissances
Jérôme,12 993 naissances
Nathalie,10 956 naissances
Laurent,10 669 naissances
Olivier,10 576 naissances
Céline,10 154 naissances
Virginie,10 152 naissances
Karine,8 843 naissances
Christelle,8 607 naissances
Isabelle,8 573 naissances
Nicolas,8 568 naissances
Séverine,8 448 naissances
Sophie,7 181 naissances
Cédric,7 114 naissances
Valérie,7 035 naissances
Delphine,6 515 naissances
Fabrice,5 881 naissances
Vincent,5 732 naissances
Arnaud,5 636 naissances
Franck,5 539 naissances
Sandra,5 524 naissances
Laëtitia,5 506 naissances
Eric,5 245 naissances
Marie,5 018 naissances
Ludovic,4 910 naissances
Philippe,4 830 naissances
Sylvie,4 785 naissances
Emmanuel,4 558 naissances
Véronique,4 545 naissances
Caroline,4 501 naissances
Michaël,4 387 naissances
Grégory,4 119 naissances
Angélique,4 107 naissances
Alexandre,4 072 naissances
Cécile,4 038 naissances
Sonia,4 030 naissances
Carole,3 955 naissances
Anne,3 946 naissances
Carine,3 803 naissances
Thierry,3 788 naissances
Guillaume,3 729 naissances
Magali,3 656 naissances
Catherine,3 605 naissances
Cyril,3 597 naissances
Laurence,3 596 naissances
Fabien,3 561 naissances
Pascal,3 548 naissances
Sylvain,3 539 naissances
Mickael,3 510 naissances
Florence,3 375 naissances
Emmanuelle,3 332 naissances
Jean,3 134 naissances
Alexandra,3 108 naissances
Christine,3 054 naissances
Xavier,3 014 naissances
Bruno,3 000 naissances
Benoit,2 949 naissances
Yannick,2 832 naissances
Julien,2 794 naissances
François,2 791 naissances
Hélène,2 706 naissances
Yann,2 679 naissances
Géraldine,2 565 naissances
Audrey,2 485 naissances
Lionel,2 476 naissances
Hervé,2 427 naissances
Patricia,2 420 naissances
Pierre,2 414 naissances
Fabienne,2 372 naissances
Marc,2 333 naissances
Thomas,2 330 naissances
Corinne,2 309 naissances
Damien,2 272 naissances
Sabrina,2 269 naissances
Nadège,2 258 naissances
Patrick,2 240 naissances
Patrice,2 212 naissances
Anthony,2 108 naissances
Béatrice,2 104 naissances
Vanessa,2 049 naissances
Nadia,2 048 naissances
Claire,2 027 naissances
Raphaël,2 002 naissances
Samuel,1 982 naissances
Estelle,1 881 naissances
Gaëlle,1 810 naissances
Sabine,1 799 naissances
Loïc,1 777 naissances
Jean-François,1 769 naissances
Cyrille,1 768 naissances
Didier,1 754 naissances
Frédérique,1 722 naissances
Laure,1 699 naissances
Michel,1 699 naissances
Aurélie,1 677 naissances
Peggy,1 668 naissances
Myriam,1 621 naissances
Dominique,1 586 naissances
Muriel,1 577 naissances
Bertrand,1 572 naissances
Ingrid,1 571 naissances
Daniel,1 569 naissances
Elisabeth,1 568 naissances
Alain,1 540 naissances
Gilles,1 491 naissances
Agnès,1 478 naissances
Christian,1 471 naissances
Mathieu,1 448 naissances
Jean-Philippe,1 439 naissances
Richard,1 401 naissances
Natacha,1 367 naissances
Denis,1 336 naissances
Aurore,1 325 naissances
Antoine,1 322 naissances
Julie,1 300 naissances
Gérald,1 279 naissances
Katia,1 241 naissances
Régis,1 231 naissances
Manuel,1 224 naissances
José,1 224 naissances
Karim,1 224 naissances
