prenom,nbdenaissances
Nicolas,17 797 naissances
Julien,16 446 naissances
Aurélie,13 682 naissances
Sébastien,13 552 naissances
Céline,11 212 naissances
Emilie,10 653 naissances
David,9 263 naissances
Laëtitia,9 147 naissances
Cédric,8 818 naissances
Guillaume,8 256 naissances
Elodie,8 254 naissances
Stéphanie,8 039 naissances
Virginie,7 902 naissances
Audrey,7 496 naissances
Jérôme,7 460 naissances
Marie,7 211 naissances
Alexandre,7 197 naissances
Julie,7 192 naissances
Christophe,7 087 naissances
Vincent,6 812 naissances
Sabrina,6 365 naissances
Frédéric,6 144 naissances
Sophie,6 030 naissances
Thomas,5 882 naissances
Vanessa,5 853 naissances
Mathieu,5 775 naissances
Grégory,5 728 naissances
Caroline,5 639 naissances
Olivier,5 591 naissances
Romain,5 586 naissances
Mickael,5 561 naissances
Ludovic,5 278 naissances
Stéphane,5 216 naissances
Jessica,5 178 naissances
Anthony,5 163 naissances
Delphine,5 015 naissances
Mélanie,4 905 naissances
Angélique,4 690 naissances
Sandrine,4 665 naissances
Sylvain,4 644 naissances
Damien,4 643 naissances
Arnaud,4 474 naissances
Laurent,4 408 naissances
Nathalie,4 369 naissances
Pierre,4 288 naissances
Fabien,4 274 naissances
Jonathan,4 240 naissances
Benoit,4 226 naissances
Benjamin,4 073 naissances
Jérémy,4 033 naissances
Cécile,3 852 naissances
Aurélien,3 847 naissances
Claire,3 744 naissances
Christelle,3 686 naissances
Amandine,3 682 naissances
Michaël,3 592 naissances
Hélène,3 578 naissances
Jean,3 419 naissances
Anne,3 408 naissances
Cindy,3 334 naissances
Cyril,3 334 naissances
Sandra,3 266 naissances
Amélie,3 248 naissances
Gaëlle,3 230 naissances
Séverine,3 182 naissances
François,3 168 naissances
Alexandra,3 136 naissances
Isabelle,3 079 naissances
Matthieu,2 976 naissances
Maxime,2 964 naissances
Jennifer,2 846 naissances
Emmanuel,2 812 naissances
Aurore,2 762 naissances
Xavier,2 759 naissances
